bytes	mime	path	public_github_assessment	chrome_publish_assessment
1924	text/plain	lib/symphony-elixir/lib/mix/tasks/spec_compliance.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1896	text/plain	lib/symphony-elixir/lib/mix/tasks/specs.check.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
15367	text/x-ruby	lib/symphony-elixir/lib/mix/tasks/specs.layers.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1550	text/plain	lib/symphony-elixir/lib/mix/tasks/trace_smoke.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3592	text/plain	lib/symphony-elixir/lib/mix/tasks/workspace_before_remove.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1036	text/plain	lib/symphony-elixir/lib/symphony.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3193	text/plain	lib/symphony-elixir/lib/symphony/agent_runner.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
11859	text/x-ruby	lib/symphony-elixir/lib/symphony/agent_runner/codex_app_server.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
11702	text/x-ruby	lib/symphony-elixir/lib/symphony/agent_runner/local_shell.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
5907	text/x-ruby	lib/symphony-elixir/lib/symphony/application.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
12482	text/x-ruby	lib/symphony-elixir/lib/symphony/cli.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
40590	text/x-ruby	lib/symphony-elixir/lib/symphony/codex/app_server.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
14332	text/plain	lib/symphony-elixir/lib/symphony/codex/dynamic_tool.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
18405	text/x-ruby	lib/symphony-elixir/lib/symphony/config.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
22514	text/plain	lib/symphony-elixir/lib/symphony/config/schema.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
645	text/plain	lib/symphony-elixir/lib/symphony/config/settings.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
4318	text/x-ruby	lib/symphony-elixir/lib/symphony/env_loader.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3957	text/plain	lib/symphony-elixir/lib/symphony/http_server.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2163	text/plain	lib/symphony-elixir/lib/symphony/live_session.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
8012	text/plain	lib/symphony-elixir/lib/symphony/log_file.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2270	text/plain	lib/symphony-elixir/lib/symphony/logging.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2426	text/x-ruby	lib/symphony-elixir/lib/symphony/logging/sink.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
74781	text/x-ruby	lib/symphony-elixir/lib/symphony/orchestrator.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
5701	text/plain	lib/symphony-elixir/lib/symphony/path_safety.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
7886	text/x-ruby	lib/symphony-elixir/lib/symphony/prompt_renderer.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
12430	text/x-ruby	lib/symphony-elixir/lib/symphony/providers/anthropic.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
10766	text/x-ruby	lib/symphony-elixir/lib/symphony/retry_promoter.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3500	text/plain	lib/symphony-elixir/lib/symphony/retry_queue.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1870	text/plain	lib/symphony-elixir/lib/symphony/run_attempt.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
9524	text/x-ruby	lib/symphony-elixir/lib/symphony/spec_compliance.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
6741	text/plain	lib/symphony-elixir/lib/symphony/specs_check.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3479	text/plain	lib/symphony-elixir/lib/symphony/ssh.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
65368	text/plain	lib/symphony-elixir/lib/symphony/status_dashboard.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
11871	text/plain	lib/symphony-elixir/lib/symphony/tracing.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
5814	text/x-ruby	lib/symphony-elixir/lib/symphony/tracker.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
7087	text/x-ruby	lib/symphony-elixir/lib/symphony/tracker/github_issues.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3773	text/plain	lib/symphony-elixir/lib/symphony/tracker/linear.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
16238	text/x-ruby	lib/symphony-elixir/lib/symphony/tracker/linear/client.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3084	text/plain	lib/symphony-elixir/lib/symphony/tracker/linear/issue.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2098	text/x-ruby	lib/symphony-elixir/lib/symphony/tracker/linear/memory.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
8744	text/x-ruby	lib/symphony-elixir/lib/symphony/tracker/local_markdown.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2549	text/plain	lib/symphony-elixir/lib/symphony/tracker/memory.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
523	text/plain	lib/symphony-elixir/lib/symphony/tracker/noop.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1716	text/html	lib/symphony-elixir/lib/symphony/web/components/layouts.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2541	text/plain	lib/symphony-elixir/lib/symphony/web/controllers/observability_api_controller.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1172	text/plain	lib/symphony-elixir/lib/symphony/web/controllers/static_asset_controller.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1087	text/plain	lib/symphony-elixir/lib/symphony/web/endpoint.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
220	text/plain	lib/symphony-elixir/lib/symphony/web/error_html.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
302	text/plain	lib/symphony-elixir/lib/symphony/web/error_json.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
13817	text/plain	lib/symphony-elixir/lib/symphony/web/live/dashboard_live.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1335	text/plain	lib/symphony-elixir/lib/symphony/web/observability_pubsub.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
7006	text/plain	lib/symphony-elixir/lib/symphony/web/presenter.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1951	text/plain	lib/symphony-elixir/lib/symphony/web/router.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1770	text/plain	lib/symphony-elixir/lib/symphony/web/static_assets.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3094	text/plain	lib/symphony-elixir/lib/symphony/workflow.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3145	text/plain	lib/symphony-elixir/lib/symphony/workflow_loader.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
9814	text/x-ruby	lib/symphony-elixir/lib/symphony/workflow_store.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
5599	text/plain	lib/symphony-elixir/lib/symphony/workflow_watcher.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
12169	text/x-ruby	lib/symphony-elixir/lib/symphony/workspace_manager.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3509	text/plain	lib/symphony-elixir/mix.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
12422	text/plain	lib/symphony-elixir/mix.lock	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
15728	text/plain	lib/symphony-elixir/priv/static/dashboard.css	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2379	text/plain	lib/symphony-elixir/scripts/boot_with_file_sink.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1251	text/plain	lib/symphony-elixir/test/fixtures/status_dashboard_snapshots/backoff_queue.evidence.md	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1969	text/plain	lib/symphony-elixir/test/fixtures/status_dashboard_snapshots/backoff_queue.snapshot.txt	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
940	text/plain	lib/symphony-elixir/test/fixtures/status_dashboard_snapshots/credits_unlimited.evidence.md	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1410	text/plain	lib/symphony-elixir/test/fixtures/status_dashboard_snapshots/credits_unlimited.snapshot.txt	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
758	text/plain	lib/symphony-elixir/test/fixtures/status_dashboard_snapshots/idle.evidence.md	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1085	text/plain	lib/symphony-elixir/test/fixtures/status_dashboard_snapshots/idle.snapshot.txt	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
796	text/plain	lib/symphony-elixir/test/fixtures/status_dashboard_snapshots/idle_with_dashboard_url.evidence.md	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1145	text/plain	lib/symphony-elixir/test/fixtures/status_dashboard_snapshots/idle_with_dashboard_url.snapshot.txt	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1036	text/plain	lib/symphony-elixir/test/fixtures/status_dashboard_snapshots/super_busy.evidence.md	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1631	text/plain	lib/symphony-elixir/test/fixtures/status_dashboard_snapshots/super_busy.snapshot.txt	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
7854	text/plain	lib/symphony-elixir/test/mix/tasks/pr_body_check_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3003	text/plain	lib/symphony-elixir/test/mix/tasks/specs_check_task_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3411	text/plain	lib/symphony-elixir/test/mix/tasks/specs_layers_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
9716	text/plain	lib/symphony-elixir/test/mix/tasks/workspace_before_remove_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2380	text/plain	lib/symphony-elixir/test/support/snapshot_support.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2313	text/plain	lib/symphony-elixir/test/support/stub_tracker.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
11798	text/plain	lib/symphony-elixir/test/support/test_support.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2563	text/plain	lib/symphony-elixir/test/support/web_case.ex	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
4480	text/plain	lib/symphony-elixir/test/symphony/PARKED_TESTS.md	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
7440	text/plain	lib/symphony-elixir/test/symphony/agent_runner/codex_app_server_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
5468	text/plain	lib/symphony-elixir/test/symphony/agent_runner/local_shell_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
6448	text/plain	lib/symphony-elixir/test/symphony/agent_runner/local_shell_usage_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
11142	text/plain	lib/symphony-elixir/test/symphony/cli_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
20319	text/plain	lib/symphony-elixir/test/symphony/codex/app_server_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
9024	text/plain	lib/symphony-elixir/test/symphony/codex/dynamic_tool_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
10311	text/plain	lib/symphony-elixir/test/symphony/codex/symphony_state_dynamic_tool_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2470	text/plain	lib/symphony-elixir/test/symphony/config/state_transition_schema_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
10834	text/plain	lib/symphony-elixir/test/symphony/config_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
61712	text/plain	lib/symphony-elixir/test/symphony/core_test.exs.parked_upstream_only_dispatch_helpers	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2492	text/plain	lib/symphony-elixir/test/symphony/env_loader_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
27391	text/plain	lib/symphony-elixir/test/symphony/extensions_test.exs.parked_intentional_adapter_shape	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1697	text/plain	lib/symphony-elixir/test/symphony/http_server_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
26454	text/plain	lib/symphony-elixir/test/symphony/live_e2e_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
820	text/plain	lib/symphony-elixir/test/symphony/live_session_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3819	text/plain	lib/symphony-elixir/test/symphony/log_file_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2791	text/plain	lib/symphony-elixir/test/symphony/logging_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1046	text/plain	lib/symphony-elixir/test/symphony/observability_pubsub_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1990	text/plain	lib/symphony-elixir/test/symphony/orchestrator/adapter_update_state_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
32488	text/plain	lib/symphony-elixir/test/symphony/orchestrator_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3470	text/plain	lib/symphony-elixir/test/symphony/path_safety_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
5200	text/plain	lib/symphony-elixir/test/symphony/prompt_renderer_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
10297	text/plain	lib/symphony-elixir/test/symphony/providers/anthropic_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
5725	text/plain	lib/symphony-elixir/test/symphony/retry_promoter_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2997	text/plain	lib/symphony-elixir/test/symphony/retry_queue_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
869	text/plain	lib/symphony-elixir/test/symphony/run_attempt_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2565	text/plain	lib/symphony-elixir/test/symphony/spec_compliance_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2172	text/plain	lib/symphony-elixir/test/symphony/specs_check_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
6557	text/plain	lib/symphony-elixir/test/symphony/ssh_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
8778	text/plain	lib/symphony-elixir/test/symphony/status_dashboard_snapshot_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
6024	text/plain	lib/symphony-elixir/test/symphony/status_dashboard_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3928	text/plain	lib/symphony-elixir/test/symphony/tracing_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
3287	text/plain	lib/symphony-elixir/test/symphony/tracker/github_issues_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
19076	text/plain	lib/symphony-elixir/test/symphony/tracker/linear_client_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
5662	text/plain	lib/symphony-elixir/test/symphony/tracker/linear_issue_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
8540	text/plain	lib/symphony-elixir/test/symphony/tracker/linear_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
4325	text/plain	lib/symphony-elixir/test/symphony/tracker/local_markdown_state_transition_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
4656	text/plain	lib/symphony-elixir/test/symphony/tracker/local_markdown_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
5943	text/plain	lib/symphony-elixir/test/symphony/web/dashboard_live_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
9090	text/plain	lib/symphony-elixir/test/symphony/web/observability_api_controller_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
5965	text/plain	lib/symphony-elixir/test/symphony/web/presenter_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
2506	text/plain	lib/symphony-elixir/test/symphony/workflow_loader_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
4377	text/plain	lib/symphony-elixir/test/symphony/workflow_store_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
8288	text/plain	lib/symphony-elixir/test/symphony/workflow_watcher_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
47126	text/plain	lib/symphony-elixir/test/symphony/workspace_and_config_test.exs.parked_upstream_only_workspace_helpers	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
6433	text/plain	lib/symphony-elixir/test/symphony/workspace_manager_test.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
1606	text/plain	lib/symphony-elixir/test/test_helper.exs	WARN:vendored/local orchestration library; public-safe by scanners, but unrelated to extension product surface	NOT_CHROME_SURFACE:not included in store ZIP
0	inode/x-empty	old/.gitkeep	OK:placeholder only	NOT_CHROME_SURFACE:not included in store ZIP
9936	application/json	package.json	OK:publishable project file	SOURCE_OR_LISTING:feeds Chrome build/listing but not directly uploaded unless under extension/
3133	text/x-shellscript	scripts/bin/claude-enforce-agent-teamname.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2846	text/x-shellscript	scripts/bin/claude-statusline.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2909	text/x-shellscript	scripts/bin/composio-gc-daemon.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
1280	text/x-shellscript	scripts/bin/composio-orch	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
1649	text/x-shellscript	scripts/bin/composio-orch-smoke.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
6652	text/x-shellscript	scripts/bin/composio-webhook-tunnel.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2523	text/x-shellscript	scripts/bin/dotfiles-skills-sync	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
4407	text/plain	scripts/bin/edge-cdp-launch.ps1	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
1973	text/x-shellscript	scripts/bin/edge-cdp-wrapper.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
1283	application/javascript	scripts/bin/edge-cdp-wsl-proxy.mjs	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
8250	text/x-shellscript	scripts/bin/file-creation-gate.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
39935	text/x-shellscript	scripts/bin/git-awesome	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2306	text/x-shellscript	scripts/bin/llm-self-test.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
6081	text/x-shellscript	scripts/bin/llm.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
2960	text/x-shellscript	scripts/bin/openspec-from-issue	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
5215	text/x-shellscript	scripts/bin/openspec-init	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
9355	text/x-shellscript	scripts/bin/pinchtab-edge-main.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
3024	text/x-shellscript	scripts/bin/public-artifact-audit.sh	OK:publishable project file	NOT_CHROME_SURFACE:not included in store ZIP
